FILE,ID,NAME,TEXT,ROLE,HATE,split
A,77,Bullo2,Already very good I imagine,bully,yes,train_eval
A,78,SupportoBullo2,😂 😂,bully_support,no,train_eval
A,79,Bullo2,You should not have asked.,bully,no,train_eval
A,80,Bullo1,Yes,bully,no,train_eval
A,81,SupportoBullo2,You wouldn't have looked like a dancing idiot.,bully_support,yes,train_eval
A,82 | 83,SupportoVittima3," Maybe you don't know it, but people like you do this because they're insecure about everything and they enjoy passing these insecurities to weaker people. No offense Vittima",victim_support,no,train_eval
A,84 | 85,Bullo2,"I can already imagine him all red in the face dancing like a sissy 😂  😂  😂  Stop defending him, you know it will be a piece of crap.",bully,yes,train_eval
A,86 | 87,SupportoVittima3,If he were ashamed he wouldn't have invited you. It's not true!,victim_support,no,train_eval
A,88,Bullo2,I laugh just thinking about it.,bully,no,train_eval
A,89,SupportoVittima3," However, even if he misses some steps, he will have put in some effort and this is already an improvement.",victim_support,no,train_eval
A,90,SupportoVittima1,How do you know? Have you seen him dance yet?,victim_support,no,train_eval
A,92,SupportoBullo2,Vittima at the recital  😂  😂,bully_support,no,train_eval
A,93 | 94,Bullo2,😂 😂 😂 Surely a dog is better than him,bully,yes,train_eval
A,95,SupportoBullo2,With the grace of an elephant 😂,bully_support,yes,train_eval
A,96,SupportoVittima1,What if he became like Roberto Bolle?,victim_support,no,train_eval
A,97 | 98 | 99,Vittima,"Ok . . ...I guess some people are jealous... Thanks SupportoVittima1 and SupportoVittima3. For the others . . ...I'm going to practice.  If you want to see it  yourself , I will wait for you at the recital.",victim,no,train_eval
A,100,SupportoBullo2,Who is the biggest fag in the universe?,bully_support,yes,train_eval
A,101,SupportoVittima3,Okay I'll be there to cheer  you  in a good way),victim_support,no,train_eval
A,102 | 103,Bullo2," Well done,  go and practice so maybe you will make a little more decent impression. I don't think so.",bully,yes,train_eval
A,104 | 105 | 106,SupportoVittima3," I want to see you dancing, you'd be like a penguin . . . for sure Or do you dance too ❔ ❔ ❔",victim_support,yes,train_eval
A,107 | 108 | 110,Bullo2," Well, a penguin certainly dances better than Vittima . Do I dance? Never He looks like an idiot",bully,yes,train_eval
A,111,SupportoVittima1,Here is Vittima in a few years,victim_support,no,train_eval
A,112,Bullo2," Poor guy, I wouldn't wish this on anyone.",bully,yes,train_eval
A,113 | 114,SupportoVittima3,Roberto Bolle is the best dancer in Italy So you paid  him a compliment,victim_support,no,train_eval
A,115 | 116,Bullo2,Not Vittima though You think so?,bully,no,train_eval
A,117,SupportoVittima1,But he’ll become one,victim_support,no,train_eval
A,118 | 119,Bullo2,I just think that Vittima is doing something stupid Very stupid.,bully,yes,train_eval
A,120,SupportoVittima3,Let him do it,victim_support,no,train_eval
A,121,Bullo2,Stop it. When we tell him he's a  mess he goes crying to his mommy.,bully,yes,train_eval
A,122,SupportoVittima3,You are with him,victim_support,no,train_eval
A,123,Bullo2,No,bully,no,train_eval
A,124 | 125,SupportoVittima3,Then why do you judge ? ? ?,victim_support,no,train_eval
A,126,Bullo2,I already know  what will happen to Vittima,bully,no,train_eval
A,127,SupportoVittima3,Meaning what?,victim_support,no,train_eval
A,128,Bullo2,He'll be there in front of everyone throwing tomatoes at him.,bully,yes,train_eval
A,129,SupportoVittima3,In my opinion pink.,victim_support,no,train_eval
A,130 | 131 | 132,Bullo2,"Maybe even mums (chrysanthemums).  😂 They'll all go to the grocery store to reload their “weapons”.  But if you think about it, a beautiful part of the show will take place",bully,no,train_eval
A,133,SupportoVittima3,Do not say what I think,victim_support,no,train_eval
A,134 | 135,Bullo2,The END I am sorry but it's true.,bully,no,train_eval
A,136,SupportoVittima3,Don't say that,victim_support,no,train_eval
A,137 | 138,Bullo2,I think the only tickets which were bought are those of his mom and the two for you 😂  😂 In fact I'm sure of it,bully,yes,train_eval
A,139,SupportoVittima3,Shut up!,victim_support,no,train_eval
A,140,SupportoVittima1,No! They said Bullo1 and SupportoBullo2 are going too.,victim_support,no,train_eval
A,141,Bullo2,Only to laugh and insult 😂  😂  😂,bully,no,train_eval
A,142,SupportoVittima3," Yes, but Vittima will pretend not to care and will prove to be SUPERIOR to both .",victim_support,no,train_eval
A,143,Bullo2,If he  is ashamed he is not superior,bully,no,train_eval
A,144,SupportoVittima3,He has  nothing to be ashamed of,victim_support,no,train_eval
A,145 | 146,Bullo2,He said it explicitly If I were him I would be ashamed,bully,no,train_eval
A,147 | 148,SupportoVittima3,But what are you saying If he were ashamed he wouldn't have invited you,victim_support,no,train_eval
A,149,Bullo2,But he did it.,bully,no,train_eval
A,150,SupportoVittima3,So he is not ashamed,victim_support,no,train_eval
A,151 | 152,Bullo2," ""I'm a little ashamed."" Faggot",bully,yes,train_eval
A,153,SupportoBullo2," Vittima has no chance. He's just a desperate guy who thinks he's cool, playing gay at ballet.",bully_support,yes,train_eval
A,154,Bullo2,SupportoBullo2 is right,bully,no,train_eval
A,155,Bullo1,Of course,bully,no,train_eval
A,156,SupportoBullo1,Of course,bully_support,no,train_eval
A,157 | 158,Bullo2,You are really into dancing 🙄  🙄 Better if you fall down and die.,bully,yes,train_eval
A,159,SupportoBullo2," Great SupportoBullo1, now help us explain to this loser that dance is for FAGS.",bully_support,no,train_eval
A,160,SupportoBullo1,What a little faggot,bully_support,yes,train_eval
A,162 | 163,Vittima,"hahahaha  Try to do this, then we'll talk about it.",victim,no,train_eval
A,164,Bullo1,😂 😂 😂 😂 😂 😂,bully,no,train_eval
A,165,Bullo2,You think you are superior just because you know how to do that thing?,bully,no,train_eval
A,166,Vittima," Well, I can do it. .",victim,no,train_eval
A,167,SupportoBullo2,But I don't even try because if you don't have a dick and can make these movements . . . . do you want a round of applause?,bully_support,yes,train_eval
A,168 | 169,Bullo2," And you, can you play the piano, can you play volleyball, can you ride a horse? ? ? ? You just want attention you don't deserve.",bully,yes,train_eval
A,171,SupportoBullo2,The image I put perfectly suits Vittima,bully_support,no,train_eval
A,172,Bullo2,He’s Vittima,bully,no,train_eval
A,173,SupportoBullo1,You only think you're cool because you know how to do that f***ing dance.,bully_support,yes,train_eval
A,174,Bullo2,You can't even do that.,bully,yes,train_eval
A,175,SupportoBullo1,Great Bullo2,bully_support,no,train_eval
A,176 | 177,Bullo2,I think you'll be good for the walls. Maybe not even for them,bully,yes,train_eval
A,178,SupportoBullo2,But are you sure you have been selected for the recital 🤣,bully_support,yes,train_eval
A,179 | 180,Bullo2,You'd better not come to the recital. We say it for your own good.,bully,yes,train_eval
A,181 | 182 | 183,Vittima," Well, it's a losing battle. . those who do not want to understand do not understand anyway. See you tomorrow at school that the training was tough and I have not yet eaten.",victim,no,train_eval
A,184,SupportoBullo1,You’d be better off dead,bully_support,yes,train_eval
A,185,SupportoBullo2," Heavy 😂  😂 you are heavy on using the word ""stupid""",bully_support,no,train_eval
A,186,Bullo2,Don't eat so much or you will become even more obese,bully,yes,train_eval
A,187,SupportoBullo2," Then, who wants to see you 😂",bully_support,yes,train_eval
A,188,Bullo2," No one really wants to see you, not even now.",bully,yes,train_eval
A,189,SupportoBullo2,Good night to all the straight people,bully_support,yes,train_eval
A,190,Bullo1,Yes bufu you finished that training,bully,no,train_eval
A,191,SupportoVittima1,Stop calling him that.,victim_support,no,train_eval
A,192 | 193,SupportoVittima3,Exactly SupportoVittima1 is perfectly right,victim_support,no,train_eval
A,194,Bullo2,He only uses his head to separate his ears.,bully,yes,train_eval
A,195 | 196,Vittima,Are you still targeting me? Don't you have better things to do?,victim,no,train_eval
A,197,SupportoVittima1," That's right, leave him alone",victim_support,no,train_eval
A,198 | 199 | 200 | 201 | 202,SupportoVittima3,Leave him alone Leave him alone for at least 2 hours. what did he/she do to you Does it bother you that he dances? ? ? ?,victim_support,no,train_eval
A,203 | 204 | 205,Bullo2," No, but it's not something that males do. This message has been deleted I*",bully,yes,train_eval
A,206,SupportoVittima3,So?,victim_support,no,train_eval
A,207 | 208,Bullo2,Take for example Marco Bolla He is gay,bully,no,train_eval
A,209,SupportoVittima3,I can play rugby if I want to .,victim_support,no,train_eval
A,210,Bullo2,Vittima will probably follow his example.,bully,no,train_eval
A,211 | 212 | 213 | 214,Vittima,"And who is Marco Bolla by the way? A friend of yours?  I know Roberto Bolle, the dancer.  I guess, as I thought, it's just ignorance talking Ahahahaha",victim,no,train_eval
A,215 | 216 | 217,Bullo2,Sorry Marco Bolle What if I made a mistake in smashing? It happens to everyone.,bully,no,train_eval
A,218,SupportoVittima1," Mine was not an insult, it was just a way to show you that men can also do ballet!",victim_support,no,train_eval
A,219 | 220,Bullo2,So you're the ignorant ones. I still think he's a fag.,bully,yes,train_eval
A,221,SupportoVittima1,Why?,victim_support,no,train_eval
A,222 | 223,Bullo2,Because ballet is for girls Ah that's why Vittima is a dancer,bully,no,train_eval
A,224 | 225,Bullo1," But Vittima isn't a girl, she's a dancer.  Vittima is so unmanly that if he marries, the pastor will declare him wife and wife",bully,yes,train_eval
A,226,Bullo2,It's useless to insult him and make him turn it off. You can't turn off something that's never been turned on.,bully,no,train_eval
A,227 | 228,Bullo1,Oooooook Ooooooo,bully,no,train_eval
A,229 | 230,Vittima,"You too?  In my opinion if you took ballet, you'd like it. Try it.",victim,no,train_eval
A,231,Bullo2,You're obsessed Geez!,bully,no,train_eval
A,232,Bullo1,The tutu would not fit me because I do have that thing,bully,no,train_eval
A,233 | 234 | 235,Bullo2," Yes, so maybe he'll get laughed at too. Bullo1 has a brain Unlike you",bully,no,train_eval
A,236 | 237 | 238,Bullo1,This way I’ll become obese too Better not ! ! ! !,bully,yes,train_eval
A,239 | 240,Bullo2," I'm not saying Vittima will suck at the recital , I'm just saying I envy the visually impaired. Also called blind",bully,yes,train_eval
A,241,Vittima," I think you are the blind who don't want to see. And you see only the things you want , without understanding the others .",victim,no,train_eval
A,242,SupportoVittima1," But explain to me, thinking about it before writing, why do you insult him in this way? It is his business if he dances! If you are not interested, don't even go to the recital! He was just kind enough to invite you!",victim_support,no,train_eval
A,243,Bullo2,He could have avoided making the impression of a fag by not inviting us,bully,yes,train_eval
A,244,SupportoVittima1," But if he invited you, there must  be a reason !",victim_support,no,train_eval
A,245 | 246 | 247,Bullo2,Yes No one wanted to come and see him. Here's the reason.,bully,yes,train_eval
A,248,SupportoVittima1,But if he knew you were going to insult him he would not have even invited you! It is better not to have anyone at your recital than to be insulted until you die,victim_support,no,train_eval
A,249,Bullo2,He did not think about it,bully,no,train_eval
A,250,SupportoVittima1,I think so! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,victim_support,no,train_eval
A,251 | 252,Bullo2,But I think the neurons working in his head are a little less than zero. Therefore it is unlikely he thought about that,bully,yes,train_eval
A,253,SupportoVittima1,How would you know? Have you asked him?,victim_support,no,train_eval
A,254,Bullo2,Come on! Do you really think he has functioning neurons in his head?,bully,yes,train_eval
A,255 | 256,Vittima,Thanks SupportoVittima1! You are a friend. And I thought the others were too. But maybe I was wrong.,victim,no,train_eval
A,257,SupportoVittima1,Yes,victim_support,no,train_eval
A,258,Bullo2,I don't believe it,bully,no,train_eval
A,259,SupportoVittima3,Then you're just idiots to discriminate in this way.,victim_support,yes,train_eval
A,260 | 261,Vittima,"Thanks SupportoVittima3!  And now, as a friend advised me, I'd better get out of here and go to practice.",victim,no,train_eval
A,262,Bullo2," That's right go work out, you can't get good at ballet anyway",bully,no,train_eval
A,263,SupportoVittima3," It is not true, I'm sure he's the best in the class.",victim_support,no,train_eval
A,264,Bullo2," Yes SupportoVittima3, go for it!",bully,no,train_eval
A,265,SupportoBullo2,Bullo2 is right,bully_support,no,train_eval
A,266,Bullo2,Of course I'm right!,bully,no,train_eval
A,267,SupportoVittima3," I'm sorry, I will correct you",victim_support,no,train_eval
A,269,Bullo2," I think your autocorrect is malfunctioning, you know?",bully,no,train_eval
A,270,SupportoVittima3,I do not think so,victim_support,no,train_eval
A,271,Bullo2,where's Vittima?,bully,no,train_eval
A,272,SupportoVittima3,But what do you care?,victim_support,no,train_eval
A,273,Bullo2," Wait, he didn't go crying to his mother, did he?",bully,yes,train_eval
A,274,SupportoVittima3,He  said he is at practice. . . do you turn on your brain sometimes? 🤔,victim_support,yes,train_eval
A,275,Bullo2," I know he's at practice, but...",bully,no,train_eval
A,276 | 277,SupportoVittima3,Come on! ? ? ?,victim_support,no,train_eval
A,278,Bullo2,I’ll let you imagine,bully,no,train_eval
A,279,SupportoVittima3,Mind your own f***king business,victim_support,yes,train_eval
A,280,SupportoVittima1,Maybe he is at the mc and is enjoying his sandwich,victim_support,no,train_eval
A,281 | 282,Bullo2," Come on, a dancer should be on a healthy diet. I don't think he's at the mc",bully,no,train_eval
A,283,SupportoVittima3,Why not? ?,victim_support,no,train_eval
A,284 | 285,Bullo2,Think whatever you want But a dancer must be on a healthy diet,bully,no,train_eval
A,286,SupportoVittima3," He can do whatever he wants and if you like it, fine, if you don't like it, you can keep your mouth shut!",victim_support,no,train_eval
A,287,Bullo2,Do you think I'm listening?,bully,no,train_eval
A,288 | 289,SupportoVittima3,"You're absolutely right. Do you think  Vittima listens to you?  Well, I don't think so.",victim_support,no,train_eval
A,290,Bullo2,Vittima is weak,bully,yes,train_eval
A,291 | 292 | 293,SupportoVittima3,"‼ ‼ ‼ ‼ ‼ ‼ ‼ ‼ ‼ ‼ ‼ ‼ ‼ ‼ ‼ ‼ ‼ ‼ ‼ ‼ ‼ ❗ You must be weak  Becauseyou are all good at judging in this way behind a screen, aren’t you? ? ?",victim_support,yes,train_eval
A,294 | 295,Bullo2," You know, I’m really offended when it’s coming from you. You too honey",bully,no,train_eval
A,296 | 297 | 298 | 299 | 300,SupportoVittima3,"I answer my own question. I am not wrong if I encourage a friend  Honey, my ass! Don't talk to me and Vittima like that! GOT IT? ? ? ?",victim_support,yes,train_eval
A,301,SupportoBullo1,Why,bully_support,no,train_eval
A,302,SupportoVittima3,Why isn't anyone telling me what to do?,victim_support,no,train_eval
A,303 | 304,Bullo2,Same thing You can't tell me what to do and not to do.,bully,yes,train_eval
A,305,SupportoVittima3,And you can't offend  Vittima who has done nothing wrong to you.,victim_support,no,train_eval
A,306,SupportoBullo1,Why,bully_support,no,train_eval
A,307 | 308,SupportoVittima3,Com . I don't remember telling you what to do or not to do. I just asked why you do it,victim_support,no,train_eval
A,309,SupportoBullo1,If he is a loser,bully_support,yes,train_eval
A,310 | 311 | 312,SupportoVittima3,Why should it be? ? And do not say that ballet is a sport for girls Because everyone can practice it,victim_support,no,train_eval
A,313,Bullo2,This sounds very much like an order,bully,no,train_eval
A,314,SupportoBullo1,No,bully_support,no,train_eval
A,315,SupportoVittima3," It sounds, it is  not an order",victim_support,no,train_eval
A,316 | 317,Bullo2," If I told you don't you ever dare  do that again,"" I'm ordering you.  I'm not asking you ""please, can you stop doing that? """,bully,no,train_eval
A,318 | 319,SupportoVittima3,I don't think so. It's a matter of opinion.,victim_support,no,train_eval
A,320,SupportoBullo1,You don't give me orders.,bully_support,no,train_eval
A,321,SupportoVittima3," Then   ""PLEASE CAN YOU NOT DO THAT ANYMORE ? "" ",victim_support,no,train_eval
A,322,SupportoBullo1,No,bully_support,no,train_eval
A,323 | 324,Bullo2,My opinion on Vittima is also a point of view what?,bully,no,train_eval
A,325 | 326,SupportoVittima3," Well, it is you who look stupid anyway. Harassing Vittima",victim_support,yes,train_eval
A,327 | 328,Bullo2,"Why do you care?  I am harassing Vittima, not you",bully,no,train_eval
A,329,SupportoVittima3," If I were Vittima, I wouldn't want to be insulted for something silly.",victim_support,no,train_eval
A,330,Bullo2,But you are not Vittima,bully,no,train_eval
A,331,SupportoVittima3,As you see I have answered you,victim_support,no,train_eval
A,332,SupportoBullo1,Vittima is a faggot loser.,bully_support,yes,train_eval
A,333,SupportoVittima3,Why not you? ?,victim_support,no,train_eval
A,334,SupportoBullo1,No,bully_support,no,train_eval
A,335,Bullo2,He does not do ballet,bully,no,train_eval
A,336,SupportoVittima3,WHAT DOES IT HAVE TO DO WITH IT? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?,victim_support,no,train_eval
A,337 | 338,Bullo2,It has to do with it It has everything to do with it,bully,no,train_eval
A,339,SupportoVittima3,Nooo,victim_support,no,train_eval
A,340,Bullo2,Why do you think we're arguing? Where did it all start?,bully,no,train_eval
A,341,SupportoVittima3," Forget it, I think this concept is too difficult for you.",victim_support,no,train_eval
A,342,Bullo2," Come on, have you given up already?",bully,no,train_eval
A,343,SupportoVittima3,EXACTLY... Do you realize for what nonsense you have bullied the poor Vittima?,victim_support,no,train_eval
A,344,Bullo2," If you think it's something stupid, why do you keep defending it?",bully,no,train_eval
A,345,SupportoVittima3,Exactly,victim_support,no,train_eval
A,346,Bullo2,. . .,bully,no,train_eval
A,348,SupportoBullo1,This is Vittima.,bully_support,no,train_eval
A,349,Bullo2,The difference between Vittima and Tuesday? Tuesday is fat only once a year.,bully,yes,train_eval
A,350,Vittima,But I'm not fat! I have lost many kilos precisely with the ballet! !,victim,no,train_eval
A,351,SupportoVittima3,Let them be...they have fun and complain for the pleasure of making you suffer,victim_support,no,train_eval
A,352,Bullo2,It does not seem so,bully,no,train_eval
A,353 | 354 | 355,SupportoVittima3,Just blurry images eh Why do you say so ? ?,victim_support,no,train_eval
A,357 | 358 | 359,Bullo2," When he dances, he does not seem to be dancing But it seems he is making very strange movements and at random. This is not the job of a dancer",bully,no,train_eval
A,360 | 361,SupportoVittima3,THAT’S ENOUGH That's not true.,victim_support,no,train_eval
A,362,Vittima," Thanks, SupportoVittima3!",victim,no,train_eval
A,364,Bullo2," In fact, what you do is not dancing.",bully,yes,train_eval
A,365 | 366,SupportoVittima3,🤦 ‍♀ You're hopeless.,victim_support,no,train_eval
A,367,Bullo2,Even Vittima apparently,bully,no,train_eval
A,368,SupportoVittima3,Come on,victim_support,no,train_eval
A,369,Vittima,I invited you to the recital so that you could see . But apparently someone prefers not to see . . .,victim,no,train_eval
A,370 | 371,Bullo2,"Someone like nobody except SupportoVittima 3 and SupportoVittima 1  And trust me Vittima, they only come out of compassion",bully,no,train_eval
A,372,SupportoVittima3,Do not pay too much attention to the words or there is no way to move on,victim_support,no,train_eval
A,373,Bullo2,As I said before Vittima is weak,bully,yes,train_eval
A,374,SupportoVittima3,That's absolutely not true.,victim_support,no,train_eval
A,375,Bullo2," Yes, actually",bully,no,train_eval
A,376,SupportoVittima3,No,victim_support,no,train_eval
A,377,Vittima," You're right. I better let it go. But I'm angry, it bothers me to be insulted for no reason.",victim,no,train_eval
A,378 | 379,SupportoVittima3,It happens It happened often you know,victim_support,no,train_eval
A,380 | 381,Bullo2,There's a reason The reason is you.,bully,no,train_eval
A,382,SupportoVittima3,He didn't deserve this.,victim_support,no,train_eval
A,383,Bullo2,If you say so,bully,no,train_eval
A,384,Vittima," What should I do? I just invited you. Why do you insult me? If you don't want to come, you could have said you are not interested.",victim,no,train_eval
A,385 | 386 | 387 | 388,Bullo2,"I can not? So you need an agreement for everything ?  Anyway, I'm not interested.",bully,no,train_eval
A,389,SupportoVittima3,Then don't argue,victim_support,no,train_eval
A,390,Bullo2,But you keep answering.,bully,no,train_eval
A,391 | 392,Vittima,I'm sick of it now. This is the class group. It's not fair that I can't use it. Now I'm off to dance.,victim,no,train_eval
A,393,Bullo2," Go, go",bully,no,train_eval
A,394 | 395 | 396,Vittima,If I find more insults then I’ll talk to my parents. or with the teachers. we will see then,victim,yes,train_eval
A,397,Bullo2,Speak up,bully,no,train_eval
A,398,SupportoVittima3,Enough I think it's time to end it here,victim_support,no,train_eval
A,399 | 400 | 401,Bullo2,Do what you want. In any case you are the bosses  here; woe to those who do not listen to you! 😂 😂 😂 😂 😂,bully,no,train_eval
A,402,SupportoVittima1,It's not true!,victim_support,no,train_eval
A,403,Bullo2," Yes, actually",bully,no,train_eval
A,404,SupportoVittima1,No,victim_support,no,train_eval
A,405 | 406,SupportoVittima3,That's absolutely not true and anyway I'm sure Vittima knows that if I come it's because I want to. Surely not out of compassion,victim_support,no,train_eval
A,407,Vittima," I don't want to argue today. I'm going to the museum with my parents. Hello, everyone!",victim,no,train_eval
A,408,SupportoVittima1," Thanks, have fun",victim_support,no,train_eval
A,409 | 410,SupportoVittima3,Enjoy  the visit 👌,victim_support,no,train_eval
A,411 | 412 | 413,Bullo1,Hi (or bye) How are you? ? ? ? Hi (or bye),bully,no,train_eval
A,0 | 2,Vittima,"  Hi . . . I wanted to invite you to the ballet recital on Saturday, March 3 . . . it would make me very happy . . . I'm a little embarrassed . �� Invitation",victim,no,train_eval
A,3,SupportoVittima1,Of course I will come 🙂,victim_support,no,train_eval
A,4,Vittima,Thanks Leo 😃,victim,no,train_eval
A,5,SupportoVittima2,I do not know if I can be there,victim_support,no,train_eval
A,6,Vittima,It doesn't matter. . Maybe let me know if you can.,victim,no,train_eval
A,7,SupportoVittima2,Ok 👍,victim_support,no,train_eval
A,8,SupportoVittima3,I'll definitely come.,victim_support,no,train_eval
A,9,Vittima," thanks SupportoVittima3, you are a friend 👌",victim,no,train_eval
A,10,SupportoVittima3,You are welcome 🙂,victim_support,no,train_eval
A,11,Bullo2,I won't come ‘cos I already know you will suck 😂,bully,yes,train_eval
A,12,Bullo1," Ahahah little princess, if I come it's just to see you making a fool of yourself in front of everyone !",bully,yes,train_eval
A,13,Bullo2,😂,bully,no,train_eval
A,14,SupportoBullo2," ' 'SupportoBullo2   😂 😂 😂'
 'A_2']",bully_support,no,train_eval
A,15,SupportoVittima2,What do you know about the way he dances?,victim_support,no,train_eval
A,16,Bullo2,You can imagine 😂,bully,no,train_eval
A,17,Bullo1," Ahahaha, even just the fact that a boy does ballet . . . 😂",bully,yes,train_eval
A,18,Vittima,Because what's wrong with dance?,victim,no,train_eval
A,19,SupportoVittima2,In fact?,victim_support,no,train_eval
A,20,Bullo2," No wonder you're ashamed, you suck 😂",bully,yes,train_eval
A,21,SupportoVittima3,Maybe he's great.,victim_support,no,train_eval
A,22,Bullo2,No dancing is great but you spoil it 😂,bully,yes,train_eval
A,23,Bullo1," The fact that you are a male , and also a loser !",bully,yes,train_eval
A,24 | 25,Vittima,There are so many great dancers around. 🕺 🕺 🕺,victim,no,train_eval
A,26,SupportoVittima2,Like Roberto Bolle I bet you Bullo1 don't even know who he is,victim_support,no,train_eval
A,27 | 28,Bullo1,You're not “a dancer”. You're a sissy you should be ashamed. I don't care 🙃,bully,yes,train_eval
A,29,Vittima,Indeed Bullo1 . . . but why do you say I'm a sissy?,victim,no,train_eval
A,30,Bullo1," Because you are a pain in the ass for everyone, I'm not the only one to say so. . .",bully,yes,train_eval
A,31 | 32,SupportoBullo2,Yep 😂,bully_support,no,train_eval
A,33,Bullo1,Ahahah see ?,bully,no,train_eval
A,34,Vittima," Look, I did nothing wrong, I just like to dance and there is nothing wrong with it . . If I'm a pain in the ass, who cares?",victim,no,train_eval
